,#gens,#Terms,min_deg,max_deg,av_deg,min_deg_of_X1,min_deg_of_X2,min_deg_of_X3,min_deg_of_X4,max_deg_of_X1,max_deg_of_X2,max_deg_of_X3,max_deg_of_X4,av_deg_of_X1,av_deg_of_X2,av_deg_of_X3,av_deg_of_X4,min_lt_deg_of_X1,min_lt_deg_of_X2,min_lt_deg_of_X3,min_lt_deg_of_X4,max_lt_deg_of_X1,max_lt_deg_of_X2,max_lt_deg_of_X3,max_lt_deg_of_X4,av_lt_deg_of_X1,av_lt_deg_of_X2,av_lt_deg_of_X3,av_lt_deg_of_X4,min_terms,max_terms,av_terms,generators_with_X1,generators_with_X2,generators_with_X3,generators_with_X4,generators_with_X1_X2,generators_with_X1_X3,generators_with_X1_X4,generators_with_X1_X3,generators_with_X2_X4,generators_with_X3_X4,generators_with_X1_X2_X3,generators_with_X1_X2_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X3,lt_with_X4,lt_with_X1_X2,lt_with_X1_X3,lt_with_X1_X4,lt_with_X1_X3,lt_with_X2_X4,lt_with_X3_X4,lt_with_X1_X2_X3,lt_with_X1_X2_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X3,terms_with_X4,terms_with_X1_X2,terms_with_X1_X3,terms_with_X1_X4,terms_with_X1_X3,terms_with_X2_X4,terms_with_X3_X4,terms_with_X1_X2_X3,terms_with_X1_X2_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,deg_sum(F),cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,#pure_var_power,#pure_var_power_lt,QS
60,4,12,3,4,3.8,1,0,1,0,3,3,4,3,1.8,1.5,2.2,1.8,0,0,0,0,3,3,2,2,0.8,1.5,0.8,0.8,2,5,3.0,4,3,4,3,3,4,3,3,2,3,3,2,3,2,2,1,3,2,2,1,0,0,1,1,2,0,0,0,1,0,5,5,9,8,1,3,3,3,3,7,0,0,2,3,0,15,2,0,2,0,8,2,2,0,2,1,1
61,4,18,3,6,4.2,1,0,2,1,3,4,3,5,2.2,1.8,2.8,3.0,1,0,0,0,3,1,2,1,2.2,0.2,1.5,0.2,4,5,4.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,1,3,1,1,3,1,1,0,1,1,0,1,0,0,9,6,10,12,2,5,5,2,3,6,1,0,3,0,0,17,1,2,0,1,12,4,1,1,3,1,1
62,3,11,3,6,4.3,1,2,0,2,4,3,2,2,2.0,2.3,1.3,2.0,1,1,0,0,4,2,1,1,2.0,1.7,0.3,0.3,2,6,3.7,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,1,1,3,1,1,1,1,0,1,1,0,0,0,10,9,6,9,8,5,8,5,7,5,4,6,4,4,3,13,1,1,1,0,9,1,1,0,0,0,1
63,6,22,3,6,4.2,0,1,1,1,3,5,5,5,1.8,2.5,2.8,2.5,0,0,0,0,3,3,5,0,1.2,1.3,1.7,0.0,3,5,3.7,5,6,6,6,5,5,5,6,6,6,5,5,5,6,5,4,4,3,0,3,1,0,1,0,0,0,0,0,0,0,13,11,10,13,5,4,7,3,5,5,0,1,2,1,0,25,0,3,3,0,13,5,4,0,1,1,1
64,4,14,3,7,5.2,2,1,1,1,6,3,5,5,3.2,2.5,2.5,2.5,0,0,0,0,6,3,5,1,2.5,1.2,1.2,0.2,2,4,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,2,0,1,1,0,0,0,0,0,0,0,7,11,9,8,5,2,3,7,6,6,1,2,1,5,1,21,1,1,2,0,8,3,3,0,0,0,1
65,4,17,3,7,5.0,2,2,1,2,6,6,3,5,3.5,3.2,1.8,3.5,0,0,0,0,6,6,1,1,2.2,2.2,0.2,0.2,4,5,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,9,12,7,12,5,4,6,6,7,4,3,2,2,3,1,20,1,1,2,0,12,3,2,0,2,1,1
66,4,20,5,6,5.2,1,3,0,2,4,5,5,4,2.2,4.0,2.8,3.0,1,1,0,0,4,5,1,0,1.8,3.2,0.2,0.0,3,8,5.0,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,4,1,0,4,1,0,1,0,0,1,0,0,0,0,12,14,10,12,9,4,7,5,8,5,2,5,2,2,1,21,0,1,3,0,12,5,3,0,1,0,1
67,4,19,3,5,4.2,1,1,3,2,5,4,4,4,3.0,2.8,3.2,2.8,0,0,0,0,5,4,1,0,2.0,2.0,0.2,0.0,4,6,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,11,9,10,9,3,5,5,4,4,4,0,1,2,2,0,17,0,1,2,1,9,6,3,1,4,2,0
68,5,17,4,5,4.6,1,1,1,1,3,4,4,4,2.2,2.6,2.4,2.4,0,1,0,0,3,4,3,0,1.2,2.2,1.2,0.0,2,5,3.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,0,3,2,0,3,0,0,2,0,0,0,0,10,12,10,9,7,5,6,7,6,4,4,4,2,3,2,23,0,3,2,0,9,6,2,0,2,1,1
69,3,13,4,4,4.0,2,3,2,0,3,3,4,2,2.7,3.0,2.7,1.0,0,3,0,0,1,3,1,0,0.3,3.0,0.7,0.0,3,6,4.3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,1,3,2,0,1,0,0,2,0,0,0,0,0,0,0,7,8,8,5,3,2,4,5,3,1,0,2,0,1,0,12,0,2,1,0,5,7,1,0,1,0,1
70,2,8,4,6,5.0,2,1,2,2,3,3,3,3,2.5,2.0,2.5,2.5,2,1,0,0,2,2,3,0,2.0,1.5,1.5,0.0,2,6,4.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,6,5,5,2,3,3,2,3,0,1,1,0,1,0,0,10,0,1,1,0,2,4,2,0,0,0,1
71,4,12,4,5,4.5,1,1,1,0,3,3,3,3,2.5,1.8,2.0,1.2,1,0,0,0,3,3,2,1,2.0,1.2,1.0,0.2,2,4,3.0,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,4,3,3,1,3,3,1,2,1,1,2,1,1,1,1,9,9,10,6,6,8,4,7,5,5,5,3,4,4,3,18,1,2,1,0,6,5,1,0,0,0,1
72,5,20,4,5,4.6,1,2,0,2,5,4,4,5,2.4,3.0,1.8,3.4,0,0,0,0,5,4,1,0,1.8,2.4,0.4,0.0,3,6,4.0,5,5,4,5,5,4,5,4,5,4,4,5,4,4,4,3,4,2,0,2,1,0,2,0,0,1,0,0,0,0,12,11,9,11,6,4,7,5,5,3,1,4,1,1,0,23,0,2,2,1,11,6,2,1,4,2,1
73,5,20,3,7,5.0,2,1,0,0,4,2,5,4,3.0,1.8,3.2,2.4,0,0,0,0,4,2,5,1,1.8,1.4,1.6,0.2,1,6,4.0,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,1,3,1,1,2,1,0,1,1,0,0,0,13,13,13,14,8,6,10,7,9,8,2,6,4,4,1,25,1,3,1,0,14,5,1,0,1,1,1
74,3,11,4,5,4.3,0,2,1,2,3,3,2,4,1.0,2.7,1.3,3.0,0,2,1,0,1,3,1,1,0.3,2.7,1.0,0.3,2,6,3.7,1,3,3,3,1,1,1,3,3,3,1,1,1,3,1,1,3,3,1,1,1,0,3,1,1,1,0,0,1,0,4,8,9,9,2,4,3,7,6,7,2,1,3,5,1,13,1,2,0,0,9,2,0,0,1,0,1
75,3,15,3,6,5.0,1,2,1,1,6,3,5,4,3.7,2.7,3.3,3.0,1,0,0,0,6,2,0,0,3.7,1.3,0.0,0.0,2,7,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10,9,9,8,5,5,5,5,3,6,2,1,4,2,1,15,0,0,2,1,8,3,3,1,1,1,1
76,3,10,4,4,4.0,2,2,2,2,4,4,2,4,2.7,3.0,2.0,3.0,0,0,0,0,4,3,1,0,2.0,1.7,0.3,0.0,3,4,3.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,6,4,4,4,2,2,2,1,1,1,0,1,0,0,0,12,0,1,1,1,4,3,2,1,3,1,1
77,2,7,4,5,4.5,0,0,0,3,5,3,4,4,2.5,1.5,2.0,3.5,0,0,0,0,5,0,0,4,2.5,0.0,0.0,2.0,1,6,3.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,1,1,2,2,3,2,0,1,1,1,0,9,1,0,0,1,5,1,0,1,2,2,1
78,3,10,4,6,5.0,0,3,1,0,3,3,4,3,2.0,3.0,2.3,1.7,0,0,0,0,3,2,2,1,2.0,1.0,1.3,0.7,2,4,3.3,2,3,3,2,2,2,1,3,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,0,0,1,1,0,5,7,7,6,2,3,2,4,4,5,0,0,2,3,0,15,2,0,1,0,6,2,2,0,0,0,1
79,4,24,3,8,5.5,2,1,0,3,4,6,4,6,3.0,3.2,2.8,4.5,1,0,0,0,4,6,0,1,2.5,2.8,0.0,0.2,3,7,6.0,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,2,0,1,2,0,1,0,1,0,0,1,0,0,0,18,11,15,17,8,13,12,6,8,11,6,5,10,4,4,22,1,0,1,2,17,4,1,2,4,2,1
80,2,7,4,4,4.0,1,3,2,1,2,3,3,3,1.5,3.0,2.5,2.0,0,0,0,0,2,3,2,1,1.0,1.5,1.0,0.5,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,3,3,6,1,2,3,1,3,2,1,1,1,1,1,8,1,1,0,0,6,1,0,0,0,0,1
81,3,16,4,6,5.0,2,2,3,1,3,4,5,4,2.7,2.7,3.7,2.7,1,0,0,0,3,3,2,1,2.0,1.3,1.3,0.3,5,6,5.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,2,0,0,2,0,0,0,0,10,9,12,12,6,6,7,7,5,8,4,3,3,3,1,15,1,2,0,0,12,4,0,0,0,0,1
82,4,15,3,5,4.2,0,2,0,2,4,4,3,5,1.8,2.5,1.8,3.0,0,0,0,0,4,4,1,1,1.8,2.0,0.2,0.2,2,6,3.8,3,4,3,4,3,2,3,3,4,3,2,3,2,3,2,3,3,1,1,2,0,1,1,1,0,0,1,0,0,0,7,10,7,10,4,3,5,4,7,4,1,3,3,2,1,17,1,1,1,1,10,3,1,1,3,1,1
83,3,13,4,4,4.0,1,2,2,1,3,4,4,2,2.0,3.0,3.0,1.3,1,0,0,0,3,3,2,0,2.0,1.3,0.7,0.0,4,5,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,8,11,6,5,7,4,3,4,5,1,3,3,1,1,1,12,0,1,2,0,5,5,3,0,2,0,1
84,3,13,3,7,4.3,1,1,2,1,3,3,4,4,2.0,2.0,2.7,2.3,0,0,1,0,2,2,4,1,1.0,1.0,2.0,0.3,4,5,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,1,2,0,2,1,1,1,0,0,1,0,7,9,9,7,3,4,4,7,4,3,2,1,1,2,0,13,1,2,0,0,7,6,0,0,0,0,1
85,3,10,3,6,4.3,0,1,2,3,3,2,4,3,2.0,1.7,2.7,3.0,0,1,0,0,3,1,2,1,1.7,1.0,1.3,0.3,2,5,3.3,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1,6,5,3,7,3,1,5,2,3,1,1,2,1,1,1,13,1,1,1,0,7,2,1,0,2,0,1
86,2,10,4,6,5.0,2,1,2,3,4,3,4,4,3.0,2.0,3.0,3.5,2,1,1,0,4,1,1,0,3.0,1.0,1.0,0.0,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,0,0,0,0,7,6,9,5,4,6,3,6,2,4,4,1,2,2,1,10,0,2,0,0,5,5,0,0,0,0,1
87,3,13,4,5,4.7,1,1,1,0,3,4,5,3,2.0,2.7,2.7,1.3,1,0,0,0,2,4,1,1,1.3,2.3,0.7,0.3,3,6,4.3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,1,2,2,1,1,0,1,1,0,1,0,0,11,8,9,5,7,7,5,6,2,2,5,2,2,1,1,14,1,1,1,0,5,7,1,0,1,0,1
88,2,9,4,6,5.0,3,3,1,2,3,5,2,3,3.0,4.0,1.5,2.5,1,1,0,0,3,5,0,0,2.0,3.0,0.0,0.0,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,7,2,6,4,1,4,2,4,1,1,2,1,1,1,10,0,0,2,0,6,1,2,0,0,0,1
89,4,16,3,5,4.2,2,0,1,1,4,3,3,3,2.8,1.5,1.8,2.2,2,0,0,0,3,3,2,0,2.2,1.0,1.0,0.0,3,5,4.0,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,2,3,0,2,3,0,1,0,0,1,0,0,0,0,12,8,13,8,5,10,5,7,4,6,4,2,4,4,2,17,0,3,1,0,8,7,1,0,1,0,1
90,3,15,3,6,5.0,1,2,3,1,3,5,4,5,2.0,3.3,3.3,2.7,0,2,0,0,3,3,3,0,1.0,2.7,1.3,0.0,3,7,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,0,1,1,0,2,0,0,1,0,0,0,0,7,10,12,7,4,6,3,8,4,5,4,1,2,3,1,15,0,2,1,0,7,7,1,0,2,1,1
91,5,22,3,7,4.4,0,2,1,1,3,3,3,4,2.0,2.4,1.8,2.2,0,0,0,0,3,3,2,2,1.8,1.6,0.4,0.6,2,6,4.4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,4,4,3,1,2,2,0,1,1,2,1,0,1,0,1,0,15,11,12,14,5,8,8,5,9,7,2,3,4,4,1,22,2,0,1,2,14,5,1,2,3,2,1
92,4,18,3,7,5.0,0,1,1,0,4,6,4,5,2.5,2.8,2.8,2.8,0,1,0,0,4,4,2,0,2.0,2.0,1.0,0.0,2,8,4.5,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,2,0,3,1,0,2,0,0,1,0,0,0,0,8,15,9,11,6,3,4,7,9,5,2,2,1,4,0,20,0,2,2,0,11,4,3,0,2,0,1
93,7,24,3,9,4.7,0,2,0,0,4,8,8,2,1.4,3.9,3.3,1.1,0,0,0,0,4,4,7,1,0.9,2.3,1.1,0.4,2,6,3.4,4,7,6,5,4,4,3,6,5,4,4,3,3,4,3,2,6,2,3,1,0,1,2,2,0,0,0,0,0,0,9,14,14,12,3,6,4,5,6,5,1,0,3,0,0,33,3,2,2,0,12,9,3,0,3,1,1
94,4,18,3,5,4.5,2,0,1,2,3,5,5,2,2.2,3.0,3.2,2.0,0,0,0,0,2,5,5,0,0.8,2.0,1.8,0.0,3,5,4.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,2,2,3,0,1,2,0,1,0,0,1,0,0,0,0,11,9,15,8,5,10,5,6,4,6,4,2,4,2,1,18,0,3,1,0,8,9,1,0,3,2,1
95,4,21,3,5,4.2,1,1,2,2,5,5,3,3,3.2,2.5,2.5,2.8,0,0,0,0,5,5,1,0,2.5,1.5,0.2,0.0,5,6,5.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,0,1,1,0,1,0,0,1,0,0,0,0,11,12,12,13,6,5,8,8,7,7,4,5,4,4,3,17,0,1,1,2,13,5,1,2,5,3,0
96,4,19,4,5,4.2,1,2,3,0,4,4,3,2,2.5,2.8,3.0,1.5,0,0,0,0,4,4,2,1,1.8,1.5,0.8,0.2,3,6,4.8,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,2,2,1,1,1,1,1,0,1,0,0,1,0,0,10,12,13,10,5,5,4,8,6,6,2,2,1,3,0,17,1,1,1,1,10,7,1,1,1,1,1
97,3,15,4,8,5.7,1,3,2,2,3,5,7,5,2.0,4.0,4.0,3.3,0,3,0,0,0,5,4,0,0.0,4.0,1.7,0.0,4,7,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,5,13,11,8,3,4,4,9,6,5,2,2,3,3,1,17,0,2,1,0,8,6,1,0,1,1,1
98,7,28,4,5,4.3,0,1,2,0,3,4,4,4,1.3,2.4,2.9,2.4,0,0,0,0,2,4,3,1,0.7,2.1,1.1,0.3,3,7,4.0,5,7,7,6,5,5,4,7,6,6,5,4,4,6,4,4,5,3,2,3,2,1,1,1,1,1,1,0,0,0,14,17,15,19,7,8,9,7,10,9,3,3,4,3,0,30,2,2,3,0,19,6,3,0,4,2,1
99,3,17,3,5,4.0,2,2,1,2,3,3,3,5,2.3,2.3,2.3,3.0,1,1,0,0,3,3,0,1,2.0,1.7,0.0,0.3,5,6,5.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,3,0,1,0,1,0,0,1,0,0,0,9,10,10,13,7,4,5,4,6,10,2,3,4,4,2,12,1,0,2,0,13,0,4,0,1,0,1
100,3,14,4,6,5.0,3,0,0,1,4,4,2,5,3.3,2.7,1.3,2.7,0,0,0,0,4,4,0,1,2.0,2.7,0.0,0.3,1,8,4.7,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,8,10,7,11,5,3,7,5,7,6,2,4,3,4,2,15,1,0,2,0,11,1,2,0,1,1,1
101,3,13,3,4,3.3,1,1,2,1,3,2,2,3,2.0,1.3,2.0,2.0,1,0,0,0,3,1,2,1,2.0,0.3,0.7,0.3,3,6,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,4,8,9,2,4,5,1,2,5,0,1,2,0,0,10,1,1,1,0,9,3,1,0,0,0,1
102,3,11,4,5,4.7,0,1,2,1,2,4,4,4,1.0,3.0,3.0,3.0,0,1,0,0,2,4,1,1,0.7,3.0,0.3,0.7,2,5,3.7,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,1,3,1,2,1,0,1,1,2,0,0,1,0,0,0,4,5,7,9,3,2,3,2,3,5,1,2,1,0,0,14,2,1,0,0,9,2,0,0,1,0,1
103,4,20,3,5,4.0,2,2,1,0,5,5,5,5,3.0,3.2,2.5,2.2,0,0,0,0,5,5,0,0,2.5,1.5,0.0,0.0,4,6,5.0,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,8,11,4,5,6,3,6,5,1,2,3,3,1,16,0,0,2,2,11,3,4,2,6,3,0
104,2,5,4,4,4.0,1,2,0,1,1,4,1,3,1.0,3.0,0.5,2.0,1,2,0,0,1,3,1,0,1.0,2.5,0.5,0.0,2,3,2.5,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,4,4,2,2,3,2,2,2,1,1,2,1,1,1,1,8,0,1,1,0,2,1,2,0,1,0,1
105,2,10,4,6,5.0,3,2,1,1,4,2,3,2,3.5,2.0,2.0,1.5,3,1,0,0,3,2,1,0,3.0,1.5,0.5,0.0,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,9,6,7,6,5,6,5,3,3,5,2,2,4,2,1,10,0,1,1,0,6,2,2,0,0,0,1
106,4,18,3,7,5.0,0,1,1,2,6,6,3,5,3.0,3.8,2.0,3.0,0,0,0,0,6,6,1,0,2.5,2.2,0.2,0.0,3,6,4.5,3,4,4,4,3,3,3,4,4,4,3,3,3,4,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,13,10,12,12,7,9,9,6,6,9,5,5,6,4,3,20,0,1,2,1,12,3,2,1,3,3,1
107,2,7,4,7,5.5,2,1,2,3,4,5,2,4,3.0,3.0,2.0,3.5,2,0,0,0,3,4,1,1,2.5,2.0,0.5,0.5,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,5,4,3,5,2,2,4,1,2,2,0,1,2,0,0,11,1,0,1,0,5,1,1,0,0,0,1
108,3,11,3,5,4.0,2,2,2,0,4,4,3,3,2.7,2.7,2.3,1.7,1,0,0,0,4,2,1,0,2.3,1.0,0.7,0.0,2,5,3.7,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,0,2,2,0,1,0,0,1,0,0,0,0,6,7,9,2,3,5,0,6,1,1,2,0,0,1,0,12,0,2,1,0,2,8,1,0,1,0,1
109,5,23,3,7,4.6,1,1,2,1,5,6,2,5,2.8,2.6,2.0,2.6,0,0,0,0,5,6,2,0,1.8,2.0,0.8,0.0,3,6,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,0,1,3,0,1,0,0,1,0,0,0,0,15,12,15,16,5,11,11,6,7,10,3,3,7,3,1,23,0,3,2,0,16,5,2,0,2,2,1
110,4,15,3,5,4.0,1,1,1,1,4,2,4,3,2.5,1.5,2.8,2.2,0,0,0,0,4,1,4,0,2.2,0.5,1.2,0.0,3,5,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,9,11,7,4,4,3,5,4,5,1,2,2,2,1,16,0,2,2,0,7,6,2,0,1,1,1
111,4,17,4,5,4.2,2,1,3,0,4,4,4,3,3.5,2.8,3.5,1.2,0,0,0,0,4,4,3,0,2.2,1.2,0.8,0.0,3,5,4.2,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,11,10,8,6,6,3,5,5,4,1,2,3,0,1,0,17,0,1,1,2,6,7,2,2,5,2,0
112,6,25,3,5,4.0,1,1,1,1,4,4,3,5,2.0,2.5,2.3,2.7,0,0,0,0,4,4,3,1,1.8,1.3,0.5,0.3,2,5,4.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,1,2,3,1,2,0,1,0,0,1,0,0,0,16,13,14,15,6,9,10,7,6,8,3,2,5,4,1,24,2,1,3,0,15,6,4,0,4,1,1
113,2,10,4,5,4.5,2,1,2,4,4,1,4,4,3.0,1.0,3.0,4.0,2,0,0,0,4,1,2,0,3.0,0.5,1.0,0.0,3,7,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,4,6,7,3,4,4,3,2,4,2,1,2,2,1,9,0,1,1,0,7,2,1,0,1,0,1
114,3,17,4,5,4.7,2,1,2,3,4,3,3,5,2.7,2.0,2.7,4.0,0,1,0,0,4,1,3,1,2.0,1.0,1.3,0.3,4,7,5.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,1,0,2,1,1,1,0,0,1,0,10,7,10,13,3,6,6,4,5,7,1,1,3,3,0,14,1,1,1,0,13,3,1,0,2,0,1
115,5,26,3,5,4.4,0,1,1,2,3,3,3,5,2.2,2.4,1.8,3.2,0,1,0,0,3,3,2,1,1.8,1.8,0.6,0.2,3,8,5.2,4,5,5,5,4,4,4,5,5,5,4,4,4,5,4,3,5,2,1,3,1,1,2,1,0,1,1,0,0,0,15,16,15,17,8,7,9,9,9,9,2,4,3,5,0,22,1,2,2,0,17,6,3,0,3,1,1
116,2,6,3,7,5.0,0,1,0,3,5,1,3,3,2.5,1.0,1.5,3.0,0,0,0,0,4,1,3,2,2.0,0.5,1.5,1.0,2,4,3.0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,4,2,5,3,2,3,1,4,1,1,3,1,1,1,10,1,1,0,0,5,1,0,0,1,0,1
117,3,8,3,6,4.3,2,0,1,1,2,4,1,2,2.0,2.7,1.0,1.7,0,0,0,0,2,4,1,0,1.3,2.7,0.3,0.0,2,4,2.7,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,6,5,4,5,3,3,4,2,3,3,1,2,2,2,1,13,0,1,2,0,5,1,2,0,1,1,1
118,4,14,3,5,4.2,2,3,1,1,3,4,3,4,2.5,3.2,2.0,2.2,0,3,0,0,1,4,1,0,0.5,3.2,0.5,0.0,2,5,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,0,2,1,0,2,0,0,1,0,0,0,0,10,8,8,6,5,6,5,4,2,2,2,2,2,0,0,17,0,2,2,0,6,6,2,0,2,1,1
119,4,18,4,6,4.5,3,1,1,1,4,4,6,3,3.5,2.5,3.5,2.0,0,0,0,0,4,3,3,0,2.2,1.5,0.8,0.0,2,6,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,0,2,0,0,1,0,0,0,0,0,0,0,7,11,11,8,3,3,2,5,6,5,0,1,1,3,0,18,0,1,2,1,8,6,3,1,4,1,0
120,3,17,3,5,4.0,2,2,1,2,3,2,4,5,2.3,2.0,2.3,3.0,2,1,0,0,2,2,1,0,2.0,1.7,0.3,0.0,4,8,5.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,1,0,0,1,0,0,0,0,9,12,8,11,7,3,5,5,6,5,2,3,2,2,1,12,0,1,2,0,11,3,3,0,1,0,1
121,3,8,3,7,5.3,0,1,1,0,4,5,2,4,2.0,3.3,1.7,2.0,0,1,0,0,3,4,1,2,1.0,3.0,0.3,1.0,2,3,2.7,2,3,3,2,2,2,1,3,2,2,2,1,1,2,1,1,3,1,2,1,0,0,1,2,1,0,0,0,1,0,3,6,6,5,2,2,1,4,3,4,1,0,1,2,0,16,2,0,1,0,5,2,1,0,0,0,1
122,2,9,7,7,7.0,3,4,1,5,5,6,3,6,4.0,5.0,2.0,5.5,3,2,0,0,4,2,1,2,3.5,2.0,0.5,1.0,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,0,1,1,0,0,0,7,6,4,8,4,3,6,3,5,3,2,3,2,2,1,14,1,1,0,0,8,1,0,0,0,0,1
123,4,16,4,7,5.0,0,1,0,2,5,5,4,4,2.2,3.0,2.0,2.5,0,0,0,0,5,5,3,1,1.8,2.2,0.8,0.2,2,5,4.0,3,4,3,4,3,2,3,3,4,3,2,3,2,3,2,3,3,1,1,2,0,1,1,1,0,0,1,0,0,0,12,7,9,11,6,5,9,2,5,6,1,5,4,1,1,20,1,1,1,1,11,3,1,1,2,1,1
124,3,10,3,4,3.7,2,1,0,1,4,2,2,3,2.7,1.3,1.0,2.0,0,0,0,0,4,2,1,1,2.0,0.7,0.3,0.7,2,5,3.3,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,1,1,2,0,0,1,1,1,1,0,0,0,1,0,6,6,4,8,2,1,4,4,5,3,1,1,0,3,0,11,2,0,0,1,8,1,0,1,1,1,1
