,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,QS
60,5,17,3,4,3.6,2,6,3.4,18,2,1,1,0,1,0,3,3,4,2,2.4,1.4,2.2,1.0,1,0,0,0,3,0,3,0,2.4,0.0,1.2,0.0,6,10,0,1,0,4,0,1,5,3,3,5,5,3,3,3,3,2,2,3,3,2,2,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,11,6,2,13,9,4,2,6,3,2,0,3,2,0,0,1
61,3,16,5,6,5.3,4,7,5.3,16,1,0,2,2,1,3,4,4,4,6,3.3,3.0,2.7,4.3,1,0,1,0,4,4,3,0,2.0,1.7,1.7,0.0,13,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,9,9,5,12,9,6,5,13,6,7,3,9,6,4,3,1
62,3,14,4,6,5.0,3,6,4.7,15,0,0,2,2,2,2,5,5,4,4,3.3,3.0,3.0,2.7,2,0,0,0,5,2,1,0,3.3,1.0,0.7,0.0,7,4,3,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,9,10,7,9,5,5,3,7,2,5,2,5,1,3,1,1
63,3,12,3,6,4.7,4,4,4.0,14,2,2,2,1,2,1,5,3,2,5,3.3,1.7,2.0,3.0,0,0,0,0,5,3,0,3,2.7,1.0,0.0,1.0,7,3,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,3,1,8,4,2,1,7,3,1,0,5,1,1,0,1
64,5,21,3,5,4.2,3,6,4.2,21,2,1,2,0,1,2,4,3,3,3,3.2,1.6,2.0,2.8,0,0,0,0,4,2,3,0,2.6,0.6,1.0,0.0,14,5,1,1,0,3,1,1,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,2,1,3,2,1,0,0,0,0,0,0,0,0,0,12,8,3,14,7,4,0,14,6,6,2,9,3,3,0,1
65,4,12,5,7,5.5,2,4,3.0,22,0,0,0,1,1,0,4,4,3,4,1.5,2.5,2.0,2.2,0,1,0,0,4,4,2,1,1.5,2.5,1.2,0.2,7,4,1,0,1,2,1,0,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,1,1,1,1,1,1,1,1,9,9,7,11,8,8,6,7,6,4,4,7,6,4,4,1
66,3,9,3,3,3.0,2,4,3.0,9,4,3,0,1,0,1,3,3,1,3,1.0,2.3,0.7,2.0,0,0,0,0,3,3,0,0,1.0,2.0,0.0,0.0,5,1,2,1,0,0,2,1,1,3,1,2,1,2,1,3,1,3,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,2,0,5,1,3,0,1,0,1,0,1
67,3,11,4,7,6.0,3,5,3.7,18,0,0,2,1,1,2,6,6,2,4,3.3,3.3,1.3,3.0,0,0,0,0,6,6,1,1,2.0,3.0,0.3,0.7,9,2,0,0,2,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,1,0,0,2,0,2,0,0,0,0,0,9,9,7,6,6,4,4,9,7,8,6,4,4,3,3,1
68,2,7,4,4,4.0,2,5,3.5,8,1,0,2,1,0,3,2,4,2,3,2.0,2.5,1.0,3.0,2,0,0,0,2,2,0,2,2.0,1.0,0.0,1.0,5,0,2,0,1,0,1,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,4,2,3,1,1,1,5,2,2,1,3,1,1,1,1
69,5,19,4,8,5.2,2,6,3.8,26,3,0,1,2,1,1,4,5,3,5,2.0,3.6,2.2,3.0,0,1,0,0,4,5,3,1,1.0,2.8,1.2,0.2,11,6,2,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,3,1,3,1,1,0,1,0,0,0,0,0,7,11,3,11,4,6,1,11,4,4,1,5,2,1,0,1
70,4,12,4,6,5.0,2,4,3.0,20,0,0,2,1,1,0,4,3,4,4,2.8,2.0,2.2,2.0,1,1,0,0,3,2,3,0,2.2,1.5,1.2,0.0,7,4,1,0,0,3,1,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,8,11,8,8,5,7,5,7,3,6,3,4,1,3,1,1
71,2,11,6,6,6.0,5,6,5.5,12,2,0,3,2,3,3,4,5,6,6,3.5,3.5,4.5,4.5,3,0,0,0,4,3,1,1,3.5,1.5,0.5,0.5,7,3,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,5,6,2,7,3,4,1,7,4,3,1,4,3,2,1,1
72,5,21,3,4,3.8,3,7,4.2,19,2,0,1,1,2,1,2,3,3,4,1.6,1.8,2.4,2.4,0,1,0,0,2,3,2,1,1.2,1.6,0.6,0.4,16,2,3,0,2,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,2,1,2,1,2,0,2,0,1,0,1,0,10,11,7,11,3,4,1,16,6,6,3,9,2,2,0,1
73,6,24,3,5,4.3,3,5,4.0,26,3,1,0,1,1,1,4,3,3,5,2.0,2.5,2.2,3.0,0,0,0,0,4,3,2,2,2.0,1.0,1.0,0.3,14,8,2,0,1,3,2,0,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,4,3,4,4,2,2,1,1,0,0,1,1,0,0,11,13,7,18,8,8,4,14,5,6,3,10,3,3,1,1
74,3,10,3,4,3.7,3,4,3.3,11,3,2,2,0,1,2,3,3,4,3,2.3,1.3,2.3,2.7,0,0,0,0,3,2,4,0,1.7,0.7,1.3,0.0,6,1,2,1,0,1,1,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,6,2,2,1,2,0,0,0,1
75,4,17,3,4,3.5,2,6,4.2,14,3,1,1,1,0,1,3,3,3,3,2.2,2.5,1.5,1.8,0,0,0,0,3,3,0,1,2.0,1.2,0.0,0.2,10,3,4,0,1,0,3,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,7,12,4,6,1,3,0,10,5,6,2,3,1,1,0,1
76,3,10,3,7,5.3,3,4,3.3,16,1,0,2,1,2,0,3,4,3,5,2.3,2.7,2.7,2.7,2,1,0,0,3,2,3,1,2.3,1.3,1.3,0.3,6,2,2,0,1,1,1,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,7,8,6,6,4,4,3,6,4,5,4,4,2,3,2,1
77,3,17,4,5,4.3,4,8,5.7,13,0,0,1,1,2,2,4,4,4,3,2.7,2.3,3.0,2.3,1,0,0,0,4,1,3,0,2.7,0.7,1.0,0.0,11,4,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,11,10,6,12,6,6,2,11,6,6,3,8,3,4,1,1
78,4,22,3,6,5.0,5,6,5.5,20,2,1,2,2,2,1,4,5,4,5,2.8,3.0,3.2,3.0,1,0,0,0,3,3,3,0,1.8,2.0,1.2,0.0,13,5,3,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,15,14,8,15,10,9,5,13,9,7,4,10,7,5,3,1
79,2,5,3,4,3.5,2,3,2.5,7,0,0,1,2,1,1,1,3,3,1,1.0,2.5,2.0,1.0,0,2,0,0,1,3,0,1,0.5,2.5,0.0,0.5,4,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,3,1,1,0,4,1,2,0,3,1,1,0,1
80,6,31,3,7,4.5,3,7,5.2,27,3,0,1,2,1,0,5,5,3,5,2.7,3.5,2.5,2.5,0,1,0,0,5,4,2,0,2.2,2.0,0.3,0.0,13,10,8,0,0,1,5,0,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,6,5,1,0,1,0,0,0,0,0,0,0,0,0,17,21,9,18,8,10,2,13,8,5,2,8,4,2,0,1
81,3,12,3,5,4.3,4,4,4.0,13,1,0,1,2,2,2,3,3,3,4,2.0,2.7,2.7,3.0,1,1,0,0,2,3,3,0,1.3,1.7,1.3,0.0,6,4,2,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,7,9,4,6,4,5,3,6,3,3,0,2,1,1,0,1
82,3,13,3,5,4.0,2,6,4.3,12,0,0,1,2,2,1,3,4,4,3,2.0,2.7,2.7,2.0,1,1,0,0,2,4,2,0,1.3,2.0,0.7,0.0,7,3,3,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,7,9,4,5,3,2,1,7,2,4,0,2,1,0,0,1
83,4,18,3,6,4.2,3,7,4.5,17,0,0,1,1,1,1,3,4,3,4,2.0,2.5,1.8,2.8,0,0,0,0,2,4,1,1,0.8,2.2,0.8,0.5,14,3,1,0,2,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,2,1,1,0,2,1,1,0,9,11,4,13,6,7,2,14,7,8,3,10,5,5,2,1
84,3,9,3,5,4.0,2,4,3.0,12,2,1,2,0,1,0,5,2,5,1,3.3,1.0,2.7,0.7,2,0,0,0,5,1,0,0,3.3,0.7,0.0,0.0,2,3,3,1,0,0,2,1,3,2,2,3,3,2,2,2,2,1,1,2,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,3,1,0,2,1,1,0,2,1,1,0,1
85,2,7,3,5,4.0,3,4,3.5,8,2,1,1,2,3,1,4,3,3,2,2.5,2.5,3.0,1.5,0,1,0,0,4,3,0,0,2.0,2.0,0.0,0.0,3,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,0,2,0,3,1,2,1,2,0,1,0,1
86,2,12,3,5,4.0,6,6,6.0,8,1,0,2,2,2,1,3,3,3,3,2.5,2.5,2.5,2.0,0,2,0,0,1,3,2,0,0.5,2.5,1.0,0.0,8,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,7,8,5,8,3,5,2,8,5,5,3,5,2,3,1,1
87,2,7,3,3,3.0,3,4,3.5,6,1,0,1,1,1,2,2,2,3,2,1.5,1.5,2.0,2.0,1,0,0,0,2,2,1,0,1.5,1.0,0.5,0.0,4,2,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,4,1,1,0,4,2,2,1,2,0,1,0,1
88,3,14,4,7,6.0,4,5,4.7,18,0,0,2,2,3,1,5,4,3,5,3.3,3.0,3.0,2.7,1,0,0,0,5,4,1,1,3.0,2.3,0.3,0.3,9,3,2,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,1,1,0,0,1,1,0,0,11,6,4,10,8,3,2,9,6,3,1,7,5,2,1,1
89,2,13,4,4,4.0,6,7,6.5,8,1,0,3,1,2,3,3,1,4,3,3.0,1.0,3.0,3.0,3,0,1,0,3,0,1,0,3.0,0.0,1.0,0.0,7,6,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,5,3,9,5,3,2,7,3,3,1,3,0,1,0,1
90,6,24,4,6,4.5,2,5,4.0,27,3,1,2,1,2,2,5,4,6,5,3.0,2.8,3.0,3.0,1,0,0,0,5,4,2,0,2.7,1.5,0.3,0.0,13,6,4,1,0,1,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,1,1,0,0,0,0,0,0,0,0,0,0,12,17,8,9,3,5,1,13,4,10,3,3,0,2,0,1
91,5,19,4,7,5.4,2,5,3.8,27,2,2,2,2,0,2,6,5,6,3,3.4,3.2,3.0,2.8,0,0,0,0,6,5,3,0,2.0,2.4,1.0,0.0,10,6,2,1,0,2,2,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,11,10,3,12,6,7,2,10,6,5,2,6,3,4,2,1
92,3,15,4,8,5.3,4,7,5.0,16,1,0,2,1,1,3,5,5,3,4,3.3,2.7,2.0,3.3,1,1,0,0,3,5,1,0,2.3,2.7,0.3,0.0,10,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,8,10,5,8,4,5,2,10,3,7,2,5,1,4,1,1
93,5,25,5,7,6.2,3,6,5.0,31,3,3,1,2,3,2,6,7,5,6,3.2,4.6,3.8,3.6,0,0,0,0,6,7,5,0,2.2,3.0,1.0,0.0,14,7,3,1,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,18,14,9,17,12,9,6,14,11,6,5,10,7,4,3,1
94,2,9,4,4,4.0,4,5,4.5,8,3,0,1,3,3,0,3,4,4,4,2.0,3.5,3.5,2.0,1,1,0,0,3,3,0,0,2.0,2.0,0.0,0.0,2,2,5,0,0,0,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,2,0,2,0,1,0,1,0,1,0,1
95,2,6,4,5,4.5,3,3,3.0,9,1,0,2,1,2,1,4,3,2,5,3.0,2.0,2.0,3.0,2,1,0,0,4,1,1,0,3.0,1.0,0.5,0.0,2,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,4,3,4,3,3,2,2,1,0,0,1,1,0,0,1
96,3,8,3,4,3.3,2,3,2.7,10,0,0,0,2,1,1,2,2,2,2,1.0,2.0,1.3,1.3,0,2,1,0,0,2,2,0,0.0,2.0,1.3,0.0,5,3,0,0,0,3,0,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,0,5,2,3,0,5,3,2,0,2,2,0,0,1
97,2,8,5,5,5.0,4,4,4.0,10,1,0,2,1,1,4,3,3,2,5,2.5,2.0,1.5,4.5,1,1,1,0,3,3,1,0,2.0,2.0,1.0,0.0,6,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,6,5,5,5,4,3,3,6,4,3,3,3,2,1,1,1
98,4,19,3,7,4.5,4,5,4.8,18,2,1,1,2,1,2,2,4,5,4,1.8,2.8,2.5,3.0,0,2,0,0,2,3,5,0,0.8,2.2,1.5,0.0,11,6,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,11,16,10,10,5,8,4,11,8,8,7,4,3,2,2,1
99,3,13,3,6,4.3,3,6,4.3,13,1,0,1,0,1,2,5,2,5,3,2.7,1.3,3.3,2.3,1,0,0,0,2,2,5,0,1.3,1.3,1.7,0.0,8,3,2,0,0,1,2,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,7,5,5,4,1,1,8,6,4,2,2,2,0,0,1
100,2,11,4,5,4.5,5,6,5.5,9,1,1,1,1,2,2,4,4,3,4,2.5,2.5,2.5,3.0,0,0,0,0,4,4,0,1,2.0,2.0,0.0,0.5,9,1,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,8,2,5,2,3,0,9,5,6,2,4,2,2,0,1
101,6,16,3,7,4.3,2,4,2.7,26,1,1,1,1,0,1,4,2,4,3,2.3,1.8,2.0,1.7,1,0,0,0,4,2,4,1,2.2,1.0,1.0,0.2,10,3,2,1,1,2,2,1,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,6,4,4,2,2,1,1,1,1,1,1,0,0,0,0,11,9,5,7,4,3,1,10,6,5,2,4,2,1,0,1
102,2,10,4,4,4.0,5,5,5.0,8,1,0,2,3,2,1,3,3,3,4,2.5,3.0,2.5,2.5,1,0,0,0,3,3,1,0,2.0,1.5,0.5,0.0,5,4,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,3,1,7,6,1,0,5,3,1,0,3,3,0,0,1
103,6,26,4,7,5.7,3,6,4.3,34,1,1,1,1,2,1,5,5,6,5,3.2,2.7,3.3,3.0,0,0,0,0,5,5,4,1,2.0,1.8,1.5,0.3,21,4,1,0,2,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,3,2,2,2,2,1,1,1,1,0,0,15,17,10,19,9,13,7,21,12,13,7,15,7,10,5,1
104,4,13,3,5,3.8,3,4,3.2,15,1,0,1,0,1,1,2,2,4,3,1.2,1.2,2.5,2.0,0,0,0,0,2,2,4,0,1.0,0.8,2.0,0.0,7,5,1,0,0,3,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,7,7,3,10,5,5,1,7,2,4,1,5,1,3,0,1
105,3,12,4,7,5.7,3,5,4.0,17,1,1,2,2,2,2,4,6,4,4,2.7,3.7,2.7,3.0,0,0,0,0,4,6,2,2,1.3,2.7,1.0,0.7,10,1,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,2,0,2,0,1,0,1,0,1,0,1,0,4,8,2,8,2,5,1,10,3,7,2,7,2,4,1,1
106,4,16,3,4,3.8,2,7,4.0,15,2,1,2,1,1,1,3,3,2,4,2.5,2.2,1.5,1.8,0,0,0,0,3,3,1,0,1.5,1.5,0.8,0.0,8,7,0,1,0,3,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,10,9,4,9,6,6,3,8,5,4,2,2,2,1,1,1
107,2,7,3,4,3.5,3,4,3.5,7,1,0,1,1,1,2,3,2,3,3,2.0,1.5,2.0,2.5,1,0,0,0,3,2,1,0,2.0,1.0,0.5,0.0,4,2,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,5,2,1,0,4,2,1,0,3,1,1,0,1
108,3,12,3,6,4.3,3,5,4.0,13,3,1,1,0,0,3,4,3,4,4,3.0,1.7,1.7,3.3,1,0,0,0,4,2,0,0,3.0,1.3,0.0,0.0,7,1,3,1,0,0,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,1,2,0,7,4,2,1,2,1,1,0,1
109,4,15,4,6,5.0,3,5,3.8,20,1,1,3,1,1,1,4,4,4,4,3.5,2.5,1.8,2.5,0,0,0,0,3,4,2,1,2.0,2.0,0.8,0.2,10,3,2,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,1,1,1,1,0,0,1,1,0,0,11,9,6,8,6,3,2,10,7,6,4,5,3,2,1,1
110,4,17,4,5,4.8,4,5,4.2,19,2,1,1,3,1,2,3,5,5,3,1.8,3.8,3.2,2.5,0,0,0,0,3,5,2,0,1.5,2.8,0.5,0.0,10,4,3,0,0,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,7,11,3,9,3,4,0,10,3,7,1,5,1,3,0,1
111,2,9,4,4,4.0,4,5,4.5,8,2,1,2,2,0,1,3,4,1,4,2.5,3.0,0.5,2.5,0,2,0,0,2,4,0,0,1.0,3.0,0.0,0.0,6,1,2,0,0,0,2,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,3,1,1,6,3,3,1,2,2,1,1,1
112,4,20,3,6,4.8,3,9,5.0,19,4,1,2,1,1,2,6,2,4,6,4.0,1.5,2.5,3.8,2,0,0,0,6,1,1,1,4.0,0.2,0.2,0.2,13,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,13,9,6,10,5,5,2,13,8,5,3,5,2,2,0,1
113,2,6,3,4,3.5,2,4,3.0,7,1,0,1,1,1,2,2,4,1,3,1.5,2.5,1.0,2.5,1,1,0,0,1,3,0,1,1.0,2.0,0.0,0.5,4,0,2,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,3,3,2,3,1,0,0,4,2,1,1,3,1,0,0,1
114,4,17,3,5,3.8,3,7,4.2,15,4,1,0,1,1,1,4,3,4,4,2.0,1.5,2.2,2.8,0,0,0,0,4,3,1,1,2.0,1.2,0.2,0.2,9,6,2,0,1,1,2,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,8,8,4,11,6,5,3,9,2,4,1,5,1,3,1,1
115,3,10,3,8,6.0,3,4,3.3,18,2,0,1,1,1,3,3,3,5,8,2.0,2.3,3.3,5.0,1,1,1,0,3,3,2,1,1.7,2.3,1.3,0.7,9,1,0,0,2,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,6,6,5,7,5,5,4,9,5,5,4,6,4,4,3,1
116,4,21,4,6,5.0,4,6,5.2,20,1,0,2,2,2,1,5,4,4,4,3.2,3.0,3.0,1.8,1,0,0,0,5,2,3,0,3.0,1.0,1.0,0.0,13,6,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,16,16,12,11,9,7,5,13,9,11,8,5,4,4,3,1
117,7,26,3,5,4.4,2,5,3.7,31,2,0,0,1,1,1,4,3,3,5,2.3,2.1,1.7,2.7,0,0,0,0,4,2,3,3,2.3,1.0,0.6,0.6,17,5,4,0,2,2,3,0,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,5,4,2,2,1,1,2,1,1,0,0,0,0,0,19,14,11,13,10,7,6,17,10,7,4,8,5,4,3,1
118,4,22,3,5,3.8,5,7,5.5,15,7,2,2,3,1,1,4,5,4,3,2.8,3.5,2.5,2.0,0,0,0,0,3,5,0,0,1.5,2.2,0.0,0.0,8,6,7,1,0,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,14,7,8,2,4,1,8,4,4,2,2,0,1,0,0
119,4,22,3,5,4.0,4,8,5.5,16,2,0,2,2,1,1,4,4,4,3,2.8,2.8,3.0,2.5,0,0,0,0,3,4,1,0,1.2,2.0,0.8,0.0,14,7,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,0,0,0,0,0,0,0,0,9,12,3,11,4,5,1,14,4,8,1,4,0,2,0,1
120,3,11,3,4,3.7,2,5,3.7,11,1,1,0,2,0,2,3,3,2,3,1.3,2.7,1.0,2.3,0,0,0,0,3,3,0,1,1.0,2.0,0.0,0.7,10,0,1,0,2,0,1,0,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,3,7,0,5,1,3,0,10,3,6,0,5,1,3,0,1
121,3,9,3,6,4.3,2,4,3.0,13,0,0,1,1,1,1,3,4,2,2,2.0,2.3,1.3,1.7,1,0,0,0,3,2,1,2,2.0,1.0,0.3,1.0,7,1,1,0,2,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,2,2,1,1,1,1,0,0,5,7,3,5,2,4,1,7,3,5,1,4,1,3,0,1
122,3,12,4,7,5.3,4,4,4.0,16,3,1,2,3,1,2,4,5,4,5,3.0,3.7,2.0,3.7,1,0,0,0,4,5,1,1,2.0,2.7,0.3,0.3,7,4,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,8,7,5,7,5,5,3,7,5,3,3,3,3,1,1,1
123,3,14,4,6,5.0,3,6,4.7,15,0,0,1,1,2,1,3,5,4,3,2.3,3.0,3.0,2.0,0,0,0,0,3,3,3,1,2.0,1.3,1.3,0.3,11,3,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,1,1,1,1,0,0,0,0,9,9,6,9,5,4,2,11,8,7,6,6,4,2,2,1
124,2,10,5,5,5.0,4,6,5.0,10,1,1,3,3,3,1,5,4,4,4,4.0,3.5,3.5,2.5,2,0,0,0,5,0,3,0,3.5,0.0,1.5,0.0,5,3,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,2,5,3,3,1,5,2,3,0,2,1,1,0,1
