,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
5124,5,19,3,7,5.0,2,6,3.8,25,0,0,2,1,1,1,3,6,3,4,2.2,2.8,2.4,2.0,1,0,0,0,3,6,3,1,2.0,2.0,0.8,0.2,12,5,2,0,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1,1,1,0,0,0,0,0,0,13,12,7,14,9,8,4,12,7,6,2,9,5,4,1,2,1,3,2,6,23
7265,2,7,4,4,4.0,3,4,3.5,8,1,0,2,1,2,2,3,2,3,4,2.5,1.5,2.5,3.0,2,0,1,0,3,0,2,0,2.5,0.0,1.5,0.0,3,4,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,4,1,5,3,3,1,3,1,2,1,1,1,1,1,0,3,3,1,3,0
1322,3,15,3,5,4.3,3,6,5.0,13,1,1,0,2,1,2,4,3,4,3,2.3,2.3,2.7,2.3,0,0,0,0,3,3,4,1,1.7,1.0,1.3,0.3,9,3,2,1,1,0,1,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10,7,4,8,5,3,2,9,4,4,1,5,2,2,1,0,0,1,0,4,3
8159,3,16,4,4,4.0,4,8,5.3,12,1,0,2,1,2,1,3,3,3,4,2.3,2.0,2.7,2.3,1,0,0,0,3,1,2,1,2.0,0.7,1.0,0.3,10,4,2,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,1,1,0,0,11,10,7,9,5,6,3,10,6,5,3,5,2,3,1,1,1,4,4,7,5
4597,3,9,3,6,4.3,2,4,3.0,13,3,2,1,2,1,1,4,3,6,2,2.7,2.3,3.0,1.3,0,0,0,0,3,2,6,1,1.3,0.7,2.0,0.3,5,2,1,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,4,6,3,5,1,3,1,5,2,4,2,3,0,2,0,0,0,1,0,2,0
4124,3,12,4,7,5.0,3,5,4.0,15,0,0,2,2,2,0,3,6,5,5,2.3,3.7,3.0,2.3,1,0,0,0,3,6,2,1,1.7,2.0,1.0,0.3,7,4,1,0,1,1,1,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,2,2,0,0,1,1,0,0,1,1,0,0,7,6,3,9,5,4,2,7,4,2,1,5,3,1,1,1,1,1,2,1,7
9741,3,11,3,4,3.7,3,4,3.7,11,1,0,1,1,2,0,3,2,3,2,2.3,1.7,2.7,1.0,0,0,0,0,3,2,1,0,2.0,1.0,0.7,0.0,4,6,1,0,0,2,1,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,8,6,4,7,5,2,1,4,3,3,2,1,1,0,0,1,3,5,0,6,3
7184,3,11,4,6,5.0,2,6,3.7,15,0,0,1,2,1,1,2,3,3,2,1.3,2.7,2.3,1.3,0,2,0,0,2,3,3,0,1.0,2.3,1.7,0.0,6,3,2,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,8,9,7,7,4,5,3,6,4,4,3,4,2,2,1,1,0,2,12,5,12
2792,5,21,3,5,3.8,3,6,4.2,19,1,0,2,1,2,0,4,3,3,3,2.4,2.2,2.4,1.4,0,1,0,0,4,3,2,0,1.4,1.8,0.6,0.0,10,7,4,0,0,2,3,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,5,3,2,0,2,0,0,0,0,0,0,0,0,0,14,14,8,10,6,4,1,10,7,7,5,3,2,1,1,3,4,0,3,0,4
9940,4,19,3,6,4.0,4,6,4.8,16,2,1,2,2,2,1,3,3,3,6,2.2,2.5,2.2,2.5,1,0,0,0,3,2,3,0,2.0,1.0,1.0,0.0,9,7,2,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,12,10,5,10,5,6,2,9,5,3,1,3,1,1,0,0,0,4,0,6,13
4713,5,26,3,5,3.6,3,8,5.2,18,2,0,1,1,1,1,3,3,4,3,2.0,2.2,2.4,2.2,0,0,0,0,2,3,1,0,1.2,2.0,0.4,0.0,17,6,3,0,0,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,14,10,4,16,6,6,1,17,9,4,1,10,4,3,1,1,5,3,9,5,0
7681,7,23,3,6,3.9,2,5,3.3,27,4,2,1,0,1,0,5,3,3,4,2.3,1.4,1.6,1.7,0,0,0,0,5,3,1,0,2.0,1.3,0.6,0.0,12,8,2,1,0,4,2,1,7,5,5,7,7,5,5,6,6,5,5,6,6,5,5,6,4,3,4,4,2,2,0,0,0,0,0,0,0,0,13,13,8,13,8,6,4,12,4,7,4,5,1,2,1,0,0,0,0,0,11
2585,4,19,3,8,5.5,3,8,4.8,22,0,0,2,1,0,2,4,4,4,4,3.2,2.5,2.5,3.0,1,1,0,0,4,4,4,0,2.2,2.2,1.0,0.0,12,4,3,0,0,1,3,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,15,12,9,8,6,5,4,12,8,6,3,4,2,2,1,1,1,2,4,30,41
1502,2,8,4,5,4.5,2,6,4.0,9,2,0,2,2,1,1,3,5,5,4,2.5,3.5,3.0,2.5,2,2,0,0,3,2,0,0,2.5,2.0,0.0,0.0,3,2,3,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,1,2,1,3,2,3,2,1,1,1,1,2,1,0,0,0,0
7881,4,19,4,6,5.0,4,6,4.8,20,0,0,1,3,1,1,3,3,4,3,2.5,3.0,3.0,2.2,1,1,0,0,3,3,1,1,2.2,2.2,0.2,0.2,11,4,4,0,1,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,12,16,10,13,6,11,5,11,6,8,4,9,4,7,3,2,0,2,27,4,42
9583,3,10,4,6,4.7,2,5,3.3,14,1,1,2,1,1,1,6,3,5,1,3.3,2.0,3.0,1.0,0,0,0,0,6,3,2,0,2.3,1.3,1.0,0.0,3,5,1,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,6,7,4,7,3,5,2,3,2,1,1,2,1,0,0,0,0,4,0,2,7
1617,4,17,5,7,5.8,2,7,4.2,23,3,1,0,0,1,1,3,5,6,7,2.0,3.2,3.2,4.0,0,0,0,0,3,5,6,0,1.8,2.2,1.8,0.0,10,5,2,0,0,2,2,0,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,9,13,8,10,4,8,3,10,5,7,4,5,2,4,1,1,2,3,48,19,0
9778,7,29,3,7,4.4,2,6,4.1,31,4,1,1,1,1,1,5,3,3,5,2.4,1.9,2.3,2.6,1,0,0,0,5,2,1,4,2.4,1.0,0.3,0.7,17,8,3,1,2,1,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,2,2,2,2,2,2,2,2,1,1,1,1,18,17,12,17,10,8,6,17,9,9,5,9,5,3,2,0,0,3,0,7,0
3941,3,11,3,5,3.7,3,5,3.7,11,1,1,1,2,1,2,2,3,4,2,1.7,2.3,2.3,2.0,0,0,0,0,2,3,4,1,0.7,1.3,1.3,0.3,9,1,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,4,5,1,6,1,2,0,9,4,3,1,5,1,1,0,1,1,0,3,0,3
5022,7,33,3,6,4.6,3,6,4.7,32,4,0,1,1,1,0,3,5,5,5,1.9,3.0,2.6,3.0,1,0,0,0,2,5,4,1,1.3,2.3,0.9,0.1,19,9,5,0,1,2,4,0,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,6,6,3,3,2,2,1,1,1,1,1,1,1,1,19,22,12,18,10,10,4,19,10,11,5,9,5,4,1,3,3,0,13,0,0
7592,3,9,4,6,5.0,3,3,3.0,15,1,1,1,0,1,2,4,3,3,2,2.3,2.0,2.0,2.0,1,0,0,0,4,3,2,0,2.0,2.0,1.0,0.0,5,3,0,1,0,2,0,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,7,5,3,8,6,5,3,5,4,2,1,5,4,2,1,0,0,2,0,2,12
635,3,10,3,7,5.0,2,4,3.3,15,1,0,2,1,0,1,6,2,2,5,4.0,1.7,0.7,3.0,2,0,0,0,6,1,0,1,4.0,0.7,0.0,0.3,7,1,2,0,1,0,2,0,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,6,5,3,2,1,0,0,7,3,3,1,1,0,0,0,1,5,1,1,15,9
7541,3,11,4,5,4.3,2,5,3.7,13,0,0,2,0,1,2,3,3,2,3,2.3,1.7,1.7,2.7,1,0,1,0,3,2,2,1,2.0,0.7,1.3,0.3,9,2,0,0,1,2,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,3,3,1,1,1,1,0,0,1,1,0,0,5,6,2,7,3,3,1,9,3,5,1,5,1,2,0,0,2,2,7,15,16
4378,3,9,3,5,3.7,2,4,3.0,11,2,1,0,1,1,2,1,4,2,3,0.3,2.7,1.7,2.7,0,1,0,0,1,4,0,2,0.3,2.7,0.0,0.7,7,0,2,0,1,0,2,0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,4,0,1,0,7,0,3,0,4,0,1,0,1,0,0,7,0,7
7637,4,23,3,7,5.2,5,6,5.8,21,3,0,2,2,3,2,4,5,5,5,3.0,3.8,3.8,3.8,0,1,0,0,3,4,2,0,1.5,2.8,1.0,0.0,15,7,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,2,0,0,0,0,0,0,0,0,11,16,7,16,7,11,4,15,7,11,4,9,4,7,2,1,8,4,34,8,0
2701,4,13,3,4,3.5,2,4,3.2,14,1,1,1,0,2,0,4,2,3,2,2.2,1.0,2.2,1.0,1,0,0,0,4,2,2,0,2.2,0.8,0.5,0.0,5,5,2,1,0,1,2,1,4,3,3,4,4,3,3,3,3,2,2,3,3,2,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,9,5,3,8,5,2,1,5,1,2,0,3,0,1,0,0,0,0,0,8,8
8122,5,22,3,5,4.4,2,6,4.4,22,2,1,1,1,0,2,3,4,4,4,2.0,2.2,2.0,3.0,0,0,0,0,3,4,2,1,1.6,1.8,0.8,0.2,15,4,2,1,1,2,1,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,2,3,2,1,0,1,0,1,0,1,0,15,14,9,10,7,7,5,15,8,9,4,6,3,4,2,0,0,0,0,17,17
1854,2,7,4,5,4.5,3,4,3.5,9,0,0,1,1,1,2,2,4,4,4,1.5,2.5,2.5,3.0,1,0,1,0,1,1,4,1,1.0,0.5,2.5,0.5,6,1,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,3,3,3,2,2,6,4,5,3,2,2,2,2,0,1,1,2,2,1
321,3,11,3,7,5.3,3,4,3.7,16,1,1,0,3,1,1,5,5,5,3,2.0,3.7,2.7,2.0,0,1,0,0,5,5,1,0,1.7,3.0,0.7,0.0,4,6,1,0,0,2,1,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,6,11,6,9,5,9,5,4,2,4,2,3,1,3,1,1,6,0,0,0,0
7734,4,21,4,6,5.0,2,8,5.2,20,1,1,1,3,2,2,5,4,4,3,2.8,3.2,3.0,2.5,1,0,0,0,5,3,0,1,2.5,2.2,0.0,0.2,12,5,3,1,1,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,1,1,1,1,0,0,0,0,15,11,6,15,9,7,2,12,8,5,2,10,6,4,1,0,0,3,0,1,14
4211,4,20,3,5,4.2,4,7,5.0,17,3,1,1,1,2,1,4,5,4,4,2.8,2.2,3.2,2.5,0,0,0,0,4,3,3,0,2.2,1.0,1.0,0.0,10,7,3,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,9,12,4,11,4,6,1,10,3,6,1,4,0,3,0,4,2,0,6,0,0
160,4,15,3,4,3.8,2,5,3.8,15,2,2,2,0,1,1,4,3,3,3,3.0,1.5,2.0,2.0,0,0,0,0,4,1,3,1,2.5,0.2,0.8,0.2,8,2,3,2,1,0,1,2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,8,9,5,7,2,4,2,8,1,4,0,5,0,2,0,0,0,3,0,17,19
2558,4,17,3,7,4.5,3,6,4.2,18,1,1,1,1,2,1,4,3,3,4,3.0,1.8,2.2,2.5,1,0,0,0,4,2,1,2,2.8,0.8,0.5,0.5,10,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,0,0,1,1,0,0,12,10,7,11,7,5,3,10,6,6,4,6,3,2,1,0,0,3,0,16,14
8505,3,11,3,4,3.7,2,6,3.7,11,2,1,2,1,1,1,3,2,3,2,2.3,1.7,2.0,1.7,2,0,0,0,3,1,2,1,2.3,0.3,0.7,0.3,5,5,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,1,1,1,1,0,0,0,0,5,6,2,8,3,4,1,5,1,4,1,3,0,2,0,0,0,3,0,6,6
2567,4,13,3,5,3.8,2,4,3.2,15,3,1,0,1,1,0,2,2,5,5,1.2,1.8,2.5,2.0,0,0,0,0,2,2,5,1,1.2,0.8,1.5,0.2,6,5,2,0,1,1,2,0,3,4,3,4,3,4,3,3,2,3,2,3,2,3,2,3,2,2,2,1,0,0,1,1,0,0,1,1,0,0,6,6,2,8,3,3,0,6,2,3,0,3,1,2,0,2,2,2,6,13,0
1922,3,11,3,6,4.7,3,4,3.7,14,0,0,1,1,2,2,2,4,3,4,1.7,3.0,2.3,2.7,0,0,0,0,2,4,2,0,1.0,2.7,1.0,0.0,6,4,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,7,7,4,8,4,6,3,6,4,3,2,4,2,3,2,1,1,2,9,1,8
5038,4,15,3,5,4.0,2,6,3.8,16,2,0,1,1,0,3,3,3,2,4,1.5,1.8,1.2,3.5,1,1,0,0,2,3,1,2,1.2,1.8,0.5,0.5,12,2,1,0,1,2,1,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,2,2,2,2,1,1,1,1,0,0,0,0,8,9,6,6,4,2,2,12,5,6,3,4,2,0,0,1,1,0,15,11,18
2952,5,21,3,5,4.2,3,5,4.2,21,2,1,2,1,1,1,3,3,4,5,2.4,2.2,2.6,2.4,0,1,0,0,3,3,2,1,1.8,1.8,0.4,0.2,11,7,3,0,1,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,1,0,0,0,0,13,12,7,12,7,5,2,11,6,5,3,5,2,1,0,2,3,0,11,0,7
8229,3,13,3,4,3.3,2,7,4.3,10,0,0,1,1,2,1,3,2,3,2,2.0,1.7,2.3,1.7,1,0,0,0,1,2,2,0,1.0,1.3,1.0,0.0,8,4,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,8,8,4,9,5,5,2,8,4,5,2,5,2,3,1,1,2,1,2,2,1
5987,4,14,3,7,4.5,2,4,3.5,18,2,1,1,2,1,1,4,3,6,5,3.0,2.2,3.2,2.2,0,0,0,0,4,3,3,1,2.0,1.2,1.0,0.2,7,6,0,1,1,2,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1,1,1,0,1,0,0,0,0,0,7,8,4,11,5,6,3,7,3,4,2,5,2,2,1,0,0,9,0,5,0
1481,4,18,4,7,5.2,4,6,4.5,21,1,1,1,1,1,2,4,3,4,4,3.2,2.2,2.8,2.5,1,0,0,0,4,3,3,0,3.2,0.8,1.2,0.0,10,5,2,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,14,12,8,9,8,5,4,10,6,7,3,4,3,2,1,0,0,2,0,37,17
7955,5,23,4,5,4.4,2,7,4.6,22,3,1,0,2,2,0,5,4,4,5,2.0,3.2,3.2,2.2,0,0,0,0,5,4,1,0,2.0,2.2,0.2,0.0,11,7,4,1,0,1,3,1,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,16,14,9,12,8,5,2,11,8,5,3,5,5,0,0,0,0,4,0,2,0
606,3,17,3,5,4.0,4,8,5.7,12,1,0,1,0,2,2,2,3,4,3,1.7,1.7,3.0,2.7,1,0,1,0,2,2,2,0,1.3,1.3,1.3,0.0,9,8,0,0,0,3,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,7,10,5,14,6,8,4,9,2,4,2,6,1,2,1,0,6,6,7,9,2
2327,6,26,3,5,4.0,3,7,4.3,24,2,0,1,1,1,1,3,3,3,4,2.0,2.5,2.2,2.2,0,0,0,0,3,3,2,1,1.5,1.7,0.7,0.2,16,7,3,0,1,3,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,3,2,2,1,0,1,0,0,0,0,0,13,19,10,15,6,10,4,16,6,11,4,8,2,5,1,3,1,4,3,3,9
1629,5,21,4,4,4.0,3,6,4.2,20,1,1,0,1,1,1,4,3,3,2,2.2,2.2,2.2,1.4,0,0,0,0,4,3,2,1,1.8,1.2,0.8,0.2,13,4,3,1,1,2,1,1,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,3,1,2,1,1,0,1,0,1,0,0,0,0,0,13,13,7,11,4,6,1,13,6,8,3,7,1,4,0,0,0,1,0,3,11
8330,2,15,3,4,3.5,6,9,7.5,7,2,0,2,1,1,3,2,4,2,3,2.0,2.5,1.5,3.0,2,1,0,0,2,2,0,0,2.0,1.5,0.0,0.0,10,2,3,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,7,2,4,1,10,3,4,0,5,1,2,0,2,0,0,1,0,1
8550,5,32,4,6,5.0,3,12,6.4,25,1,0,1,1,3,1,5,6,5,5,3.0,2.8,3.8,3.0,1,0,0,0,4,2,3,1,2.8,1.4,0.6,0.2,20,5,7,0,1,0,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,1,1,0,0,1,1,0,0,19,21,14,21,10,12,7,20,9,11,6,16,6,9,5,4,1,0,5,0,40
2453,2,8,3,5,4.0,4,4,4.0,8,2,1,3,1,2,2,3,4,2,3,3.0,2.5,2.0,2.5,0,0,0,0,3,4,1,0,1.5,2.0,0.5,0.0,4,2,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,3,4,2,2,1,4,2,2,2,2,1,1,1,0,0,1,0,0,0
3011,5,28,3,6,4.2,4,7,5.6,21,3,2,2,1,0,1,4,3,4,4,3.0,2.2,2.2,2.8,1,0,0,0,4,1,3,1,2.8,0.4,0.8,0.2,19,4,3,2,1,1,1,2,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,17,14,8,12,6,5,3,19,9,9,4,8,3,3,2,0,0,3,0,11,11
960,3,14,3,7,5.0,4,6,4.7,15,1,1,2,2,1,2,7,5,6,4,3.7,3.7,3.3,2.7,0,0,0,0,7,4,1,0,2.7,2.0,0.3,0.0,8,4,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,6,8,2,9,3,5,1,8,2,5,1,5,1,3,1,0,0,3,0,1,2
9805,2,8,4,6,5.0,3,5,4.0,10,0,0,1,3,1,3,3,5,2,5,2.0,4.0,1.5,4.0,1,0,0,0,3,5,0,1,2.0,2.5,0.0,0.5,6,1,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,5,2,4,2,2,1,6,2,3,0,3,1,1,0,1,0,0,1,1,2
377,2,5,4,6,5.0,2,3,2.5,10,0,0,2,1,1,1,3,3,4,4,2.5,2.0,2.5,2.5,0,1,0,0,3,3,2,1,1.5,2.0,1.0,0.5,4,1,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,3,2,1,4,3,1,1,4,2,1,0,3,2,0,0,0,1,1,2,1,2
5797,2,13,4,6,5.0,5,8,6.5,10,2,1,4,3,2,3,5,3,3,4,4.5,3.0,2.5,3.5,2,0,0,0,4,3,1,0,3.0,1.5,0.5,0.0,7,4,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,6,5,8,7,4,4,7,4,2,1,4,3,1,1,0,0,2,0,1,4
6402,4,18,3,6,4.2,3,6,4.5,17,5,2,2,1,0,1,3,5,4,3,2.8,3.0,2.5,2.5,0,0,0,0,3,5,1,0,2.0,2.0,0.2,0.0,9,4,4,1,0,1,2,1,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,12,11,8,6,4,3,3,9,6,4,3,2,1,0,0,0,0,0,0,0,19
3796,3,9,3,6,4.3,2,4,3.0,13,2,1,1,0,0,2,5,2,4,3,2.7,1.0,2.0,2.7,0,0,0,0,5,0,4,1,2.3,0.0,1.3,0.7,8,1,0,0,2,1,0,0,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5,4,2,3,1,2,1,8,5,4,2,2,1,2,1,0,1,1,4,4,0
1202,3,10,3,4,3.3,2,5,3.3,10,0,0,2,1,0,1,3,2,2,3,2.3,1.3,1.0,2.0,2,0,0,0,3,1,0,1,2.3,0.3,0.0,0.7,7,2,1,0,2,0,1,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,1,1,0,0,0,0,2,2,0,0,0,0,0,0,7,4,2,5,3,1,0,7,4,3,1,3,1,1,0,1,0,0,3,7,8
5291,4,14,3,5,4.2,2,5,3.5,17,1,1,0,0,1,2,3,2,3,2,1.5,1.5,2.2,2.0,0,0,0,0,3,2,3,1,1.5,1.0,1.5,0.2,10,3,1,0,1,2,1,0,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,8,11,7,11,5,8,4,10,5,8,4,8,3,6,2,1,1,2,6,16,0
6988,4,16,3,6,4.0,3,7,4.0,16,2,1,1,1,1,0,3,3,6,4,2.0,2.2,2.8,1.5,0,1,0,0,2,3,2,0,1.0,2.2,0.8,0.0,7,7,2,0,0,2,2,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,2,2,2,2,0,0,0,0,0,0,0,0,13,12,10,11,9,7,6,7,6,6,5,4,3,3,2,2,3,0,4,0,0
7659,5,21,3,6,4.0,3,6,4.2,20,4,2,2,1,0,1,3,6,2,4,2.6,2.2,1.4,2.8,0,0,0,0,3,6,0,0,2.0,2.0,0.0,0.0,14,2,4,1,0,0,4,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,8,1,7,1,14,5,7,1,6,0,5,0,0,0,0,0,0,24
6888,5,19,4,6,4.8,3,5,3.8,24,0,0,2,1,2,2,4,5,4,2,2.6,3.0,3.0,2.0,0,0,0,0,3,5,3,1,1.4,2.2,1.0,0.2,12,5,2,0,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,1,1,1,0,1,0,0,0,0,0,11,16,8,8,3,6,1,12,6,11,5,3,0,3,0,2,2,2,15,3,4
7362,3,10,3,5,4.3,2,4,3.3,13,2,1,1,0,1,1,5,4,2,5,2.7,1.7,1.7,2.7,1,0,0,0,5,4,2,0,2.3,1.3,0.7,0.0,7,1,1,1,0,1,1,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,4,3,5,4,2,2,7,4,3,2,4,3,2,2,0,0,0,0,7,7
